sample_id,layout,fastq_1,fastq_2
ERR10114867,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/e741eaf5c7d844329038cfb1f89e65c0/inputs/ERR10114867_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/e741eaf5c7d844329038cfb1f89e65c0/inputs/ERR10114867_2.fastq.gz
