sample_id,layout,fastq_1,fastq_2
ERR10114867,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/982befbe34534e66a0ab1d041d6cecff/inputs/ERR10114867_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/982befbe34534e66a0ab1d041d6cecff/inputs/ERR10114867_2.fastq.gz
