sample_id,layout,fastq_1,fastq_2
ERR10114877,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/069f1e370e924362ac8b70f2a21e88cc/inputs/ERR10114877_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/069f1e370e924362ac8b70f2a21e88cc/inputs/ERR10114877_2.fastq.gz
