sample_id,layout,fastq_1,fastq_2
SRR29088443,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/7a0446baab73411eac8df563436c64de/inputs/SRR29088443_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/7a0446baab73411eac8df563436c64de/inputs/SRR29088443_2.fastq.gz
