sample_id,layout,fastq_1,fastq_2
ERR10114861,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/4a5648617a96493f9d94a9389297bf0c/inputs/ERR10114861_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/4a5648617a96493f9d94a9389297bf0c/inputs/ERR10114861_2.fastq.gz
