sample_id,layout,fastq_1,fastq_2
ERR15682267,paired,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/1345b067371e4d48b133da6ebc6db5cc/inputs/ERR15682267_1.fastq.gz,/Users/tianaoliu/Documents/vscode/2026summerproject/workspace/tasks/1345b067371e4d48b133da6ebc6db5cc/inputs/ERR15682267_2.fastq.gz
