run_accession,sample_accession,study_accession,instrument_platform,instrument_model,library_layout,scientific_name,fastq_bytes
SRR12557702,SAMN12619384,PRJNA561510,ILLUMINA,Illumina HiSeq 4000,PAIRED,soil metagenome,12074763063;13458861515
